Reeftype,Mean,DF,MeanLowerCI95,MeanUpperCI95,Contrast,Estimate,contrastlowerCI95,contrastupperCI95,contrastlowerCI66,contrastupperCI66
Pinnacle,16.60737632998567,115,7.897488845674955,25.317263814296382,Pinnacle - Offshore,11.196817387298225,0.15350764172455023,22.240127132871898,4.646950913240437,17.74668386135601
Offshore,5.410558942687444,115,2.3940670790061804,8.427050806368706,Pinnacle - Nearshore,11.605563509857284,0.5302485293209322,22.680878490393635,5.036714500644181,18.174412519070387
Nearshore,5.001812820128385,115,1.9059088728815516,8.097716767375218,Offshore - Nearshore,0.40874612255905873,-4.765635966235031,5.583128211353149,-2.6602171274251,3.4777093725432175
